leaf_path,addition,header_duration_s,autogluon_runtime_s,span_s,training_log_basename,generated_ts,finished_ts,earliest_training_ts,latest_results_ts,n_training_logs,n_results_files,multi_day_gap,notes
1/migraine/full_features/tabpfn/version_2-5-real/70_30/patient,1,1,,6216,training_20260522_165459_519_b6127638-9b1e-4e5f-a207-f24841f8b89b.txt,2026-05-22T16:54:59,2026-05-22T16:55:00,2026-05-22T16:54:59,2026-05-22T18:38:35,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-5-real/70_30/stratified,1,1,,1016683,training_20260513_194702_614_30051a07-fbb2-45ca-abfc-dec2ddb0ae66.txt,2026-05-13T19:47:02,2026-05-13T19:47:03,2026-05-11T00:14:12,2026-05-22T18:38:55,2,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/80_20/chrono,1,0,,1016702,training_20260513_194706_192_58146d0f-1cdf-47ff-bf2f-307f56322395.txt,2026-05-13T19:47:06,2026-05-13T19:47:06,2026-05-11T00:14:14,2026-05-22T18:39:16,2,4,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/80_20/patient,1,1,,6257,training_20260522_165520_612_0bcedccd-8ca5-4964-94bc-35dc2036dda5.txt,2026-05-22T16:55:20,2026-05-22T16:55:21,2026-05-22T16:55:20,2026-05-22T18:39:37,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-5-real/80_20/stratified,1,1,,1016740,training_20260513_194709_765_5edcb718-25d1-4364-a716-c8d13f6af90a.txt,2026-05-13T19:47:09,2026-05-13T19:47:10,2026-05-11T00:14:17,2026-05-22T18:39:57,2,4,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_15_15/chrono,1,1,,260403,training_20260513_194713_332_42f56edf-c055-4c0e-96d0-c85c3a10cb9a.txt,2026-05-13T19:47:13,2026-05-13T19:47:14,2026-05-11T00:14:20,2026-05-14T00:34:23,6,13,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_15_15/patient,1,1,,16,training_20260522_165541_683_c806c75a-8c37-41a2-802e-3fe92ba461e7.txt,2026-05-22T16:55:41,2026-05-22T16:55:42,2026-05-22T16:55:41,2026-05-22T16:55:57,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-6/70_15_15/stratified,1,0,,260416,training_20260513_194717_071_3a4994c7-8f3f-45b9-b73a-604a4a999b9b.txt,2026-05-13T19:47:17,2026-05-13T19:47:17,2026-05-11T00:14:23,2026-05-14T00:34:39,2,6,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_30/chrono,1,1,,1016752,training_20260513_194720_815_88d47f15-81ce-4ad6-96cc-ec2f199d85e6.txt,2026-05-13T19:47:20,2026-05-13T19:47:21,2026-05-11T00:14:26,2026-05-22T18:40:18,2,7,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_30/patient,1,1,,6279,training_20260522_165600_809_6bdf42dd-7f8f-40ec-a5b6-f7a5c0312754.txt,2026-05-22T16:56:00,2026-05-22T16:56:01,2026-05-22T16:56:00,2026-05-22T18:40:39,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-6/70_30/stratified,1,1,,1016790,training_20260513_194724_546_b8ad838c-5738-48b7-bad0-0ccc1512f99c.txt,2026-05-13T19:47:24,2026-05-13T19:47:25,2026-05-11T00:14:29,2026-05-22T18:40:59,2,7,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/80_20/chrono,1,0,,1016807,training_20260513_194728_213_85510096-1096-48d4-af23-e219ec15e47b.txt,2026-05-13T19:47:28,2026-05-13T19:47:28,2026-05-11T00:14:32,2026-05-22T18:41:19,2,7,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/80_20/patient,1,1,,6318,training_20260522_165621_875_bd9620b2-f786-43e3-87c6-1d73778967d8.txt,2026-05-22T16:56:21,2026-05-22T16:56:22,2026-05-22T16:56:21,2026-05-22T18:41:39,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_2-6/80_20/stratified,1,1,,1016844,training_20260513_194731_996_fea73760-6b97-4a18-a841-2d605bb0be89.txt,2026-05-13T19:47:31,2026-05-13T19:47:32,2026-05-11T00:14:35,2026-05-22T18:41:59,2,7,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_15_15/chrono,1,1,,47890,training_20260513_194735_725_0b204495-1980-4521-8daf-813a44098e0a.txt,2026-05-13T19:47:35,2026-05-13T19:47:36,2026-05-13T11:17:55,2026-05-14T00:36:05,4,5,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_15_15/patient,1,1,,447361,training_20260522_165643_180_b7c44e81-8a0b-43de-bb7c-c30328df34d8.txt,2026-05-22T16:56:43,2026-05-22T16:56:44,2026-05-22T16:56:43,2026-05-27T21:12:44,1,4,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_15_15/stratified,1,1,,17320,training_20260513_194739_766_99d7afa8-bb99-4f88-9bc8-ca148b78623f.txt,2026-05-13T19:47:39,2026-05-13T19:47:40,2026-05-13T19:47:39,2026-05-14T00:36:19,1,2,False,header-precise
1/migraine/full_features/tabpfn/version_3-binary/70_30/chrono,1,1,,773672,training_20260513_194743_792_bf6e596d-c714-40e0-90d0-e48eab56369c.txt,2026-05-13T19:47:43,2026-05-13T19:47:44,2026-05-13T19:47:43,2026-05-22T18:42:15,1,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_30/patient,1,1,,6331,training_20260522_165700_421_56a7e71f-79b5-4df1-9184-6d2cbb868023.txt,2026-05-22T16:57:00,2026-05-22T16:57:01,2026-05-22T16:57:00,2026-05-22T18:42:31,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_3-binary/70_30/stratified,1,1,,773700,training_20260513_194747_803_c8d70fa5-36a5-4917-951d-600c8e1231eb.txt,2026-05-13T19:47:47,2026-05-13T19:47:48,2026-05-13T19:47:47,2026-05-22T18:42:47,1,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/80_20/chrono,1,1,,773713,training_20260513_194751_745_2c4f26e4-0e74-4dc1-9947-feec1cee3f67.txt,2026-05-13T19:47:51,2026-05-13T19:47:52,2026-05-13T19:47:51,2026-05-22T18:43:04,1,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/80_20/patient,1,1,,6358,training_20260522_165721_783_5ba7b81e-9c26-4ec2-af7c-cae7174fae07.txt,2026-05-22T16:57:21,2026-05-22T16:57:22,2026-05-22T16:57:21,2026-05-22T18:43:19,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_3-binary/80_20/stratified,1,1,,773741,training_20260513_194755_770_400802e6-1e8e-4a7a-bc59-cf27f4e01587.txt,2026-05-13T19:47:55,2026-05-13T19:47:56,2026-05-13T19:47:55,2026-05-22T18:43:36,1,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/70_15_15/chrono,1,1,,47982,training_20260513_194759_741_f2ab5ba4-276d-4762-90b4-d29c4b57f272.txt,2026-05-13T19:47:59,2026-05-13T19:48:00,2026-05-13T11:17:51,2026-05-14T00:37:33,4,5,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/70_15_15/patient,1,1,,15,training_20260522_165743_320_dbfd226d-2db2-4cda-8f07-9351fd84e87c.txt,2026-05-22T16:57:43,2026-05-22T16:57:44,2026-05-22T16:57:43,2026-05-22T16:57:58,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_3-default/70_15_15/stratified,1,1,,17384,training_20260513_194803_839_07ee3951-147d-40b2-966f-13375f4a46da.txt,2026-05-13T19:48:03,2026-05-13T19:48:04,2026-05-13T19:48:03,2026-05-14T00:37:47,1,2,False,header-precise
1/migraine/full_features/tabpfn/version_3-default/70_30/chrono,1,1,,773746,training_20260513_194807_909_dc561ee9-3195-48f7-a61e-6431f09c0299.txt,2026-05-13T19:48:07,2026-05-13T19:48:08,2026-05-13T19:48:07,2026-05-22T18:43:53,1,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/70_30/patient,1,1,,6372,training_20260522_165800_910_813a89f9-6718-45d8-84d5-1f1afc0d357f.txt,2026-05-22T16:58:00,2026-05-22T16:58:01,2026-05-22T16:58:00,2026-05-22T18:44:12,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_3-default/70_30/stratified,1,1,,773782,training_20260513_194811_889_74498d9e-21c5-4e88-9a53-0f0f87320a1c.txt,2026-05-13T19:48:11,2026-05-13T19:48:12,2026-05-13T19:48:11,2026-05-22T18:44:33,1,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/80_20/chrono,1,1,,773795,training_20260513_194815_875_c17472cf-ba13-4ca2-b8b9-2300ac32df64.txt,2026-05-13T19:48:15,2026-05-13T19:48:16,2026-05-13T19:48:15,2026-05-22T18:44:50,1,3,True,header-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/80_20/patient,1,1,,6404,training_20260522_165822_237_fc9b6ff4-c41c-4260-93b7-6bdc874b1013.txt,2026-05-22T16:58:22,2026-05-22T16:58:23,2026-05-22T16:58:22,2026-05-22T18:45:06,1,1,False,header-precise
1/migraine/full_features/tabpfn/version_3-default/80_20/stratified,1,1,,773823,training_20260513_194819_844_a63ee9a7-4731-4121-af61-dc9163ad3ec0.txt,2026-05-13T19:48:19,2026-05-13T19:48:20,2026-05-13T19:48:19,2026-05-22T18:45:22,1,3,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,249,,257803,training_20260513_225123_329_7e5fdc37-d782-43f2-b56d-85d7983e56ca.txt,2026-05-13T22:51:23,2026-05-13T22:55:32,2026-05-11T01:02:18,2026-05-14T00:39:01,9,5,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,400,,414,training_20260522_165843_645_2af92113-10e9-4eec-bf49-ae6a8f14bcb7.txt,2026-05-22T16:58:43,2026-05-22T17:05:23,2026-05-22T16:58:43,2026-05-22T17:05:37,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,423,,257611,training_20260513_195325_500_3e4350da-021e-4240-89d4-437353e82848.txt,2026-05-13T19:53:25,2026-05-13T20:00:28,2026-05-11T01:05:46,2026-05-14T00:39:17,2,2,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,332,,257474,training_20260513_225536_057_9454f094-27c9-48c5-a4a3-14ebd99adcba.txt,2026-05-13T22:55:36,2026-05-13T23:01:08,2026-05-11T01:08:18,2026-05-14T00:39:32,3,3,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/patient,1,400,,415,training_20260522_170540_745_95f6e8e6-e7e8-40d3-9a46-3bf360766d78.txt,2026-05-22T17:05:40,2026-05-22T17:12:20,2026-05-22T17:05:40,2026-05-22T17:12:35,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,415,,1456315,training_20260513_200412_942_192bb85a-cd1d-45ab-983a-b72f4f9382a9.txt,2026-05-13T20:04:12,2026-05-13T20:11:07,2026-05-11T01:11:47,2026-05-27T21:43:42,2,6,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,565,,257176,training_20260513_201110_648_a5306dbd-7a83-4f66-b3f8-400a11ed8ec2.txt,2026-05-13T20:11:10,2026-05-13T20:20:35,2026-05-11T01:13:47,2026-05-14T00:40:03,2,2,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/patient,1,447,,462,training_20260522_171238_006_5c4babd7-e8cb-4941-9fbb-eee0426f5fc0.txt,2026-05-22T17:12:38,2026-05-22T17:20:05,2026-05-22T17:12:38,2026-05-22T17:20:20,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,482,,256998,training_20260513_202038_044_b11934b2-0cd3-467a-ab16-589b29bedefc.txt,2026-05-13T20:20:38,2026-05-13T20:28:40,2026-05-11T01:17:00,2026-05-14T00:40:18,2,3,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_15_15/chrono,1,0,,1455852,training_20260513_202843_466_7e9b09b1-36e5-4fbe-a5dc-fe014a09ff0c.txt,2026-05-13T20:28:43,2026-05-13T20:28:43,2026-05-11T01:01:44,2026-05-27T21:25:56,5,10,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_15_15/patient,1,0,,15,training_20260522_172023_297_c719cbf7-6ffe-4c6e-8c89-03bd1c87e1d1.txt,2026-05-22T17:20:23,2026-05-22T17:20:23,2026-05-22T17:20:23,2026-05-22T17:20:38,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_15_15/stratified,1,0,,257942,training_20260513_202847_039_dcb45d3e-26d0-4a8e-bea1-ef24b5f74921.txt,2026-05-13T20:28:47,2026-05-13T20:28:47,2026-05-11T01:01:47,2026-05-14T00:40:49,2,3,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_30/chrono,1,0,,257955,training_20260513_202850_506_2db24d83-324c-48ff-9e4e-c2af9683f1e6.txt,2026-05-13T20:28:50,2026-05-13T20:28:50,2026-05-11T01:01:49,2026-05-14T00:41:04,2,2,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_30/patient,1,1,,15,training_20260522_172041_593_951f22da-18c4-4740-bdf4-0befa94ee257.txt,2026-05-22T17:20:41,2026-05-22T17:20:42,2026-05-22T17:20:41,2026-05-22T17:20:56,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_30/stratified,1,0,,257968,training_20260513_202854_086_07b44a2d-fb64-4c8c-9c10-458a9d56d975.txt,2026-05-13T20:28:54,2026-05-13T20:28:54,2026-05-11T01:01:52,2026-05-14T00:41:20,2,3,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/80_20/chrono,1,1,,257980,training_20260513_202857_601_32f2eced-6528-4565-8fc0-1072ee92cf45.txt,2026-05-13T20:28:57,2026-05-13T20:28:58,2026-05-11T01:01:55,2026-05-14T00:41:35,2,2,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/80_20/patient,1,1,,16,training_20260522_172059_843_d2995a5c-1e6d-4178-bea2-3fdeeab53d7a.txt,2026-05-22T17:20:59,2026-05-22T17:21:00,2026-05-22T17:20:59,2026-05-22T17:21:15,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-5-real/80_20/stratified,1,0,,257992,training_20260513_202901_219_b3fbd957-a4cd-4181-9601-f7af3b796e63.txt,2026-05-13T20:29:01,2026-05-13T20:29:01,2026-05-11T01:01:58,2026-05-14T00:41:50,2,3,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_15_15/chrono,1,1,,258004,training_20260513_202904_761_4fbfdfc3-b3a1-4000-bec0-8b894193d44d.txt,2026-05-13T20:29:04,2026-05-13T20:29:05,2026-05-11T01:02:01,2026-05-14T00:42:05,6,12,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_15_15/patient,1,1,,15,training_20260522_172118_788_a80083bf-49ae-4894-8b5d-b68c8ad73b02.txt,2026-05-22T17:21:18,2026-05-22T17:21:19,2026-05-22T17:21:18,2026-05-22T17:21:33,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-6/70_15_15/stratified,1,0,,258017,training_20260513_202908_423_c3b8c67c-022c-4c30-a968-51af30d3f77a.txt,2026-05-13T20:29:08,2026-05-13T20:29:08,2026-05-11T01:02:03,2026-05-14T00:42:20,2,6,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_30/chrono,1,1,,258030,training_20260513_202911_987_f8408811-6f1c-405e-8684-b6b90c1b7a20.txt,2026-05-13T20:29:11,2026-05-13T20:29:12,2026-05-11T01:02:06,2026-05-14T00:42:36,2,5,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_30/patient,1,1,,15,training_20260522_172135_887_59661342-7968-4b25-af58-129a3bb5de65.txt,2026-05-22T17:21:35,2026-05-22T17:21:36,2026-05-22T17:21:35,2026-05-22T17:21:50,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-6/70_30/stratified,1,1,,258041,training_20260513_202915_512_7e5ccac0-6998-48b5-b839-6d9ce4ecbbd3.txt,2026-05-13T20:29:15,2026-05-13T20:29:16,2026-05-11T01:02:09,2026-05-14T00:42:50,2,6,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/80_20/chrono,1,0,,258054,training_20260513_202919_057_0822f694-e4dd-4818-a902-245de2849bcb.txt,2026-05-13T20:29:19,2026-05-13T20:29:19,2026-05-11T01:02:12,2026-05-14T00:43:06,2,6,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/80_20/patient,1,1,,17,training_20260522_172152_916_1077522d-91ec-4455-8b9e-7d47a52de7f7.txt,2026-05-22T17:21:52,2026-05-22T17:21:53,2026-05-22T17:21:52,2026-05-22T17:22:09,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_2-6/80_20/stratified,1,1,,258065,training_20260513_202922_744_dfd17a42-91b3-4a86-b39f-6dbe91db2b35.txt,2026-05-13T20:29:22,2026-05-13T20:29:23,2026-05-11T01:02:15,2026-05-14T00:43:20,2,6,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_15_15/chrono,1,1,,15248,training_20260513_202926_402_06984c12-f3b1-4e80-a865-e3872b2e040c.txt,2026-05-13T20:29:26,2026-05-13T20:29:27,2026-05-13T20:29:26,2026-05-14T00:43:34,3,4,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_15_15/patient,1,1,,14,training_20260522_172211_979_b29992a0-7c3f-4427-a77c-b30c8b9a92f0.txt,2026-05-22T17:22:11,2026-05-22T17:22:12,2026-05-22T17:22:11,2026-05-22T17:22:25,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_15_15/stratified,1,1,,15258,training_20260513_202930_381_5b128bf6-3c54-480b-a8a7-7f71b80cd6b5.txt,2026-05-13T20:29:30,2026-05-13T20:29:31,2026-05-13T20:29:30,2026-05-14T00:43:48,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_30/chrono,1,1,,15268,training_20260513_202934_402_1817597f-0903-4ae1-af41-f589e9d5591b.txt,2026-05-13T20:29:34,2026-05-13T20:29:35,2026-05-13T20:29:34,2026-05-14T00:44:02,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_30/patient,1,1,,449501,training_20260522_172228_716_9bdc0229-1d04-4500-acbc-47d269d87ebd.txt,2026-05-22T17:22:28,2026-05-22T17:22:29,2026-05-22T17:22:28,2026-05-27T22:14:09,1,7,True,header-precise;multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_30/stratified,1,1,,15279,training_20260513_202938_436_47ba64a3-cc42-4802-823b-40ce6cb4d32d.txt,2026-05-13T20:29:38,2026-05-13T20:29:39,2026-05-13T20:29:38,2026-05-14T00:44:17,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-binary/80_20/chrono,1,1,,15291,training_20260513_202942_557_49a0c73f-204e-4ce3-80a9-1723877ccebc.txt,2026-05-13T20:29:42,2026-05-13T20:29:43,2026-05-13T20:29:42,2026-05-14T00:44:33,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-binary/80_20/patient,1,1,,15,training_20260522_172246_444_ed7703ae-7931-42ad-a6f4-c47c7009aeba.txt,2026-05-22T17:22:46,2026-05-22T17:22:47,2026-05-22T17:22:46,2026-05-22T17:23:01,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-binary/80_20/stratified,1,1,,15300,training_20260513_202946_546_bc195050-df44-45d8-b80a-91a908ff24bd.txt,2026-05-13T20:29:46,2026-05-13T20:29:47,2026-05-13T20:29:46,2026-05-14T00:44:46,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/70_15_15/chrono,1,1,,15310,training_20260513_202950_532_ca44d30b-1ba5-44ae-b4e5-46df104f8150.txt,2026-05-13T20:29:50,2026-05-13T20:29:51,2026-05-13T20:29:50,2026-05-14T00:45:00,3,4,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/70_15_15/patient,1,1,,14,training_20260522_172304_380_e9881755-0212-4563-b03e-ae993413bcce.txt,2026-05-22T17:23:04,2026-05-22T17:23:05,2026-05-22T17:23:04,2026-05-22T17:23:18,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/70_15_15/stratified,1,1,,15320,training_20260513_202954_559_d78ab24f-96eb-44dc-a049-026055ca1165.txt,2026-05-13T20:29:54,2026-05-13T20:29:55,2026-05-13T20:29:54,2026-05-14T00:45:14,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/70_30/chrono,1,1,,15331,training_20260513_202958_496_e4ff56e1-2f03-419f-9a80-072cd4311cc3.txt,2026-05-13T20:29:58,2026-05-13T20:29:59,2026-05-13T20:29:58,2026-05-14T00:45:29,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/70_30/patient,1,1,,15,training_20260522_172320_927_7783b834-0414-489e-a6d9-2a56982c7929.txt,2026-05-22T17:23:20,2026-05-22T17:23:21,2026-05-22T17:23:20,2026-05-22T17:23:35,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/70_30/stratified,1,1,,15341,training_20260513_203002_466_50aa867c-0f81-45d4-9fb8-a50d92c657da.txt,2026-05-13T20:30:02,2026-05-13T20:30:03,2026-05-13T20:30:02,2026-05-14T00:45:43,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/80_20/chrono,1,1,,15351,training_20260513_203006_508_68e9db32-b48d-49df-aac6-f7f46f04cada.txt,2026-05-13T20:30:06,2026-05-13T20:30:07,2026-05-13T20:30:06,2026-05-14T00:45:57,1,2,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/80_20/patient,1,1,,16,training_20260522_172337_994_2bf05089-3ed0-4d5e-a917-02603f61b779.txt,2026-05-22T17:23:37,2026-05-22T17:23:38,2026-05-22T17:23:37,2026-05-22T17:23:53,1,1,False,header-precise
1/migraine/no_rolling_features/tabpfn/version_3-default/80_20/stratified,1,1,,15360,training_20260513_203010_632_324a4d3b-bc62-43c0-b946-d54d11353257.txt,2026-05-13T20:30:10,2026-05-13T20:30:11,2026-05-13T20:30:10,2026-05-14T00:46:10,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,82,,15370,training_20260513_230112_533_81eb4687-0241-49fe-b486-9eaa7bb8a2b9.txt,2026-05-13T23:01:12,2026-05-13T23:02:34,2026-05-13T20:30:14,2026-05-14T00:46:24,6,4,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,180,,192,training_20260522_172356_397_8718a3c6-099a-41a7-b8a0-cc42143f73c9.txt,2026-05-22T17:23:56,2026-05-22T17:26:56,2026-05-22T17:23:56,2026-05-22T17:27:08,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,164,,15194,training_20260513_203323_606_45b5a75a-0d82-43ba-b308-3fd545763352.txt,2026-05-13T20:33:23,2026-05-13T20:36:07,2026-05-13T20:33:23,2026-05-14T00:46:37,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,120,,15040,training_20260513_230238_257_1bfbb453-7be6-4cf7-836c-d6551c0ba4fc.txt,2026-05-13T23:02:38,2026-05-13T23:04:38,2026-05-13T20:36:10,2026-05-14T00:46:50,2,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_30/patient,1,180,,194,training_20260522_172711_815_07f9f7be-3662-4f37-b2c0-a008a6491990.txt,2026-05-22T17:27:11,2026-05-22T17:30:11,2026-05-22T17:27:11,2026-05-22T17:30:25,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,144,,14898,training_20260513_230441_225_031c910b-259a-4a95-8116-cd409ce28ca8.txt,2026-05-13T23:04:41,2026-05-13T23:07:05,2026-05-13T20:38:47,2026-05-14T00:47:05,2,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,272,,14853,training_20260513_203945_419_dc02ecc4-eabc-4593-9aa1-8af97d49a3f5.txt,2026-05-13T20:39:45,2026-05-13T20:44:17,2026-05-13T20:39:45,2026-05-14T00:47:18,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/80_20/patient,1,229,,241,training_20260522_173028_814_4538bd07-af45-481a-b716-14a782861890.txt,2026-05-22T17:30:28,2026-05-22T17:34:17,2026-05-22T17:30:28,2026-05-22T17:34:29,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,107,,14590,training_20260513_230710_029_230f0d1b-c7ee-4c3e-95c7-d31a40c45a24.txt,2026-05-13T23:07:10,2026-05-13T23:08:57,2026-05-13T20:44:20,2026-05-14T00:47:30,2,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/70_15_15/chrono,1,0,,14453,training_20260513_204650_064_fc8720a5-f53a-4814-93e2-281cd87b3a41.txt,2026-05-13T20:46:50,2026-05-13T20:46:50,2026-05-13T20:46:50,2026-05-14T00:47:43,3,4,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/70_15_15/patient,1,0,,13,training_20260522_173432_615_1898ca75-d1e3-452a-b03a-5991cdb1830b.txt,2026-05-22T17:34:32,2026-05-22T17:34:32,2026-05-22T17:34:32,2026-05-22T17:34:45,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/70_15_15/stratified,1,0,,14463,training_20260513_204653_497_5c97e29b-6564-435d-9876-85ed2916ebd7.txt,2026-05-13T20:46:53,2026-05-13T20:46:53,2026-05-13T20:46:53,2026-05-14T00:47:56,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/70_30/chrono,1,1,,14473,training_20260513_204656_927_1d97d8c4-39e1-4f75-9d07-a6d357b1e5ed.txt,2026-05-13T20:46:56,2026-05-13T20:46:57,2026-05-13T20:46:56,2026-05-14T00:48:09,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/70_30/patient,1,1,,14,training_20260522_173448_865_3cbe4889-5a83-4653-84bd-fdcc70b582eb.txt,2026-05-22T17:34:48,2026-05-22T17:34:49,2026-05-22T17:34:48,2026-05-22T17:35:02,1,1,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/70_30/stratified,1,0,,14482,training_20260513_204700_379_1eeb1cc7-9705-4205-9e47-620e58f43768.txt,2026-05-13T20:47:00,2026-05-13T20:47:00,2026-05-13T20:47:00,2026-05-14T00:48:22,1,2,False,header-precise
1/migraine/park_features/tabpfn/version_2-5-real/80_20/chrono,1,1,,14491,training_20260513_204703_836_76314fe0-d3b6-4466-8b4c-fc35ccfbb344.txt,2026-05-13T20:47:03,2026-05-13T20:47:04,2026-05-13T20:47:03,2026-05-14T00:48:34,1,2,False,header-precise
